,id,movie_id,name
474,10210.0,5491,Morgan Creek Productions
475,19718.0,5491,Battlefield Productions
476,247.0,18394,Granada Film Productions
477,333.0,5458,Original Film
478,506.0,5458,Newmarket Capital Group
479,10471.0,5458,Columbia TriStar Television
480,718.0,27336,Arts Council of England
481,12745.0,27336,British Screen Productions
482,13987.0,27336,Winchester Pictures Corporation
483,21907.0,27336,Tungsten Pictures
484,4030.0,9456,Jeff Most Productions
485,6455.0,9456,Edward R. Pressman Film
486,65403.0,9456,IMF Internationale Medien und Film GmbH & Co. Produktions KG
487,4.0,10391,Paramount Pictures
488,4564.0,10391,Icon Entertainment International
489,42221.0,10391,Munich Film Partners & Company (MFP) BTC Productions
490,919.0,1588,Beacon Communications
491,4718.0,18079,Naya Films S.A.
492,7100.0,18079,Patagonik Film Group
493,20917.0,27444,Better Than
494,20919.0,27444,France T?l?vision Distribution
495,20920.0,27444,Meercat Films
496,20922.0,27444,New Vision Films
497,4.0,16340,Paramount Pictures
498,2348.0,16340,Nickelodeon Movies
499,24955.0,16340,Paramount Animation
500,5542.0,19576,Toei Animation
501,6564.0,43079,Columbia Tristar
502,247.0,68954,Granada Film Productions
503,11858.0,68954,A&E Television Networks
504,76.0,10989,Zentropa Entertainments
505,11239.0,10989,Liberator Productions
506,17593.0,10989,Filmhuset AS
507,28053.0,10989,Troika Entertainment GmbH
508,2188.0,11531,Artisan Entertainment
509,15160.0,11531,Haxan Films
510,934.0,2089,Cutting Edge Entertainment
511,935.0,2089,Golden ParaShoot Entertainment
512,6005.0,10429,Hacker Productions
513,357.0,11477,V?a Digital
514,6861.0,11477,Lolafilms
515,11737.0,11477,Antena 3 Televisi?n
516,7220.0,53986,Capcom
517,35158.0,53986,Digital Amuse
518,35159.0,53986,Visual Science Laboratory
519,33.0,19419,Universal Pictures
520,3929.0,19419,Robert Simonds Productions
521,3003.0,27859,District
522,127.0,19348,"Screen Gems, Inc."
523,3635.0,19348,20th Century Fox Home Entertainment
524,248.0,1609,Impact Pictures
525,718.0,1609,Arts Council of England
526,1178.0,1609,Path? Pictures International
527,5358.0,1609,Canal+
528,39735.0,1609,Impact Film & TV
529,66592.0,1609,Sarah Radclyffe Productions Limited
530,1403.0,15723,Franchise Pictures
531,11801.0,15723,Trigger Street Productions
532,42272.0,248058,RTL
533,12.0,24664,New Line Cinema
534,4319.0,24664,40 Acres & A Mule Filmworks
535,1490.0,318,Kintop Pictures
536,134.0,12619,Rogue Pictures
537,376.0,12619,Industry Entertainment
538,74939.0,12619,Fresh Produce Company
539,25473.0,40466,Nu Image / Millennium Films
540,86686.0,40466,Flat Dog Corporation
541,321.0,10978,Memfis Film
542,17513.0,10978,Film i V?st
543,35399.0,10978,Dramatiska Institutet
544,35401.0,10978,TV1000 AB
545,33.0,24476,Universal Pictures
546,2883.0,919,Aniplex
547,12657.0,919,Production I.G.
548,11104.0,41185,TiMe Film- und TV-Produktions GmbH
549,33175.0,41185,VIP Babelsberger Filmproduktion GmbH & Co. KG
550,33176.0,41185,Bellwood Stories
551,2256.0,38047,Les Films de L'Observatoire
552,2752.0,38047,DENTSU Music And Entertainment
553,23481.0,38047,Suncent CinemaWorks
554,36339.0,38047,Tokyo Theatres K.K.
555,44803.0,38047,Imagica Corp.
556,9221.0,32250,Toei Video Company
557,2216.0,16225,Helkon Media AG
558,15546.0,16225,Cine Groupe
559,91006.0,16225,Das Werk Productions
560,2215.0,7290,Cinevent
561,2216.0,7290,Helkon Media AG
